duration,pdays,emp.var.rate,euribor3m,nr.employed,y
194.0,999.0,1.4,4.864,5228.1,0
137.0,999.0,-1.8,1.757,5099.1,1
214.0,999.0,1.1,4.859,5191.0,0
510.0,999.0,1.4,4.962,5228.1,0
214.0,999.0,1.4,4.96,5228.1,0
174.0,999.0,-1.8,1.354,5099.1,0
59.0,999.0,1.4,4.959,5228.1,0
287.0,999.0,1.1,4.857,5191.0,0
140.0,999.0,1.1,4.86,5191.0,0
403.0,999.0,1.4,4.962,5228.1,0
136.0,999.0,1.4,4.961,5228.1,0
296.0,999.0,1.4,4.962,5228.1,0
601.0,999.0,1.1,4.859,5191.0,0
114.0,999.0,1.4,4.96,5228.1,0
198.0,999.0,1.1,4.855,5191.0,0
145.0,999.0,1.4,4.964,5228.1,0
115.0,999.0,1.4,4.968,5228.1,0
17.0,999.0,1.4,4.962,5228.1,0
345.0,999.0,1.1,4.857,5191.0,0
298.0,999.0,1.1,4.864,5191.0,0
204.0,999.0,-1.8,1.291,5099.1,0
198.0,999.0,-1.8,1.313,5099.1,0
64.0,999.0,1.4,4.959,5228.1,0
368.0,999.0,-1.7,0.884,4991.6,1
131.0,999.0,1.4,4.968,5228.1,0
139.0,999.0,-1.8,1.291,5099.1,0
222.0,999.0,1.4,4.957,5228.1,0
42.0,999.0,1.4,4.965,5228.1,0
789.0,999.0,-1.1,0.883,4963.6,0
119.0,999.0,-0.1,4.191,5195.8,0
263.0,999.0,-3.0,0.715,5023.5,0
133.0,999.0,1.1,4.864,5191.0,0
34.0,999.0,1.1,4.857,5191.0,0
456.0,9.0,-3.0,0.715,5023.5,1
145.0,999.0,-1.1,0.882,4963.6,0
137.0,999.0,1.4,4.963,5228.1,0
9.0,999.0,-1.8,1.405,5099.1,0
239.0,999.0,1.4,4.964,5228.1,0
101.0,999.0,1.4,4.968,5228.1,0
191.0,6.0,-1.8,0.644,5008.7,0
765.0,6.0,-1.7,0.903,4991.6,1
138.0,999.0,-1.8,1.266,5099.1,0
895.0,999.0,-1.8,1.453,5099.1,1
443.0,999.0,1.4,4.968,5228.1,0
73.0,999.0,1.4,4.965,5228.1,0
82.0,999.0,1.1,4.857,5191.0,0
120.0,999.0,1.4,4.964,5228.1,0
132.0,3.0,-3.4,0.714,5017.5,0
280.0,999.0,1.1,4.856,5191.0,0
670.0,999.0,1.4,4.958,5228.1,1
11.0,999.0,-1.7,0.742,4991.6,0
110.0,999.0,1.1,4.855,5191.0,0
121.0,999.0,1.4,4.865,5228.1,0
216.0,999.0,1.4,4.962,5228.1,0
654.0,999.0,-1.8,1.334,5099.1,0
131.0,999.0,-1.8,1.313,5099.1,0
700.0,999.0,-1.8,0.655,5008.7,0
579.0,999.0,-2.9,1.26,5076.2,1
107.0,999.0,1.4,4.962,5228.1,0
87.0,999.0,1.4,4.96,5228.1,0
100.0,4.0,-1.7,0.898,4991.6,0
30.0,999.0,1.4,4.968,5228.1,0
190.0,999.0,1.1,4.856,5191.0,0
398.0,999.0,-1.8,1.365,5099.1,0
327.0,999.0,1.1,4.857,5191.0,0
238.0,999.0,-1.8,1.354,5099.1,0
70.0,999.0,-1.8,1.299,5099.1,0
82.0,999.0,1.4,4.865,5228.1,0
232.0,999.0,1.4,4.959,5228.1,0
168.0,999.0,-1.8,1.266,5099.1,0
108.0,999.0,-1.8,1.479,5099.1,0
9.0,999.0,-1.8,1.299,5099.1,0
257.0,999.0,1.4,4.962,5228.1,0
68.0,999.0,1.4,4.864,5228.1,0
90.0,999.0,1.4,4.968,5228.1,0
41.0,999.0,-1.8,1.266,5099.1,0
46.0,999.0,1.1,4.857,5191.0,0
158.0,999.0,-2.9,0.838,5076.2,0
287.0,999.0,-1.8,0.646,5008.7,0
626.0,999.0,1.4,4.961,5228.1,0
163.0,999.0,-0.1,4.021,5195.8,0
74.0,999.0,-2.9,0.873,5076.2,0
939.0,999.0,1.4,4.866,5228.1,0
312.0,999.0,1.1,4.855,5191.0,0
610.0,999.0,1.4,4.958,5228.1,0
95.0,999.0,1.4,4.964,5228.1,0
64.0,999.0,1.4,4.963,5228.1,0
24.0,999.0,1.1,4.855,5191.0,0
104.0,999.0,1.1,4.864,5191.0,0
81.0,999.0,1.1,4.864,5191.0,0
182.0,999.0,-2.9,1.029,5076.2,0
38.0,999.0,1.1,4.864,5191.0,0
173.0,999.0,1.4,4.962,5228.1,0
124.0,999.0,1.4,4.963,5228.1,0
589.0,999.0,1.1,4.86,5191.0,0
829.0,999.0,1.1,4.859,5191.0,0
151.0,999.0,-1.8,1.405,5099.1,0
286.0,999.0,1.1,4.857,5191.0,0
143.0,999.0,1.4,4.958,5228.1,0
446.0,999.0,-1.8,1.405,5099.1,0
419.0,999.0,1.4,4.968,5228.1,0
125.0,999.0,-0.1,4.076,5195.8,0
282.0,999.0,-0.1,4.153,5195.8,0
832.0,999.0,1.1,4.857,5191.0,0
157.0,999.0,1.4,4.964,5228.1,0
145.0,999.0,1.4,4.865,5228.1,0
160.0,999.0,-1.8,1.405,5099.1,0
51.0,999.0,1.4,4.963,5228.1,0
154.0,999.0,1.1,4.858,5191.0,0
475.0,999.0,-0.1,4.153,5195.8,0
153.0,999.0,1.4,4.961,5228.1,0
116.0,999.0,1.4,4.964,5228.1,0
314.0,999.0,1.4,4.968,5228.1,0
285.0,999.0,1.4,4.963,5228.1,0
555.0,999.0,-0.1,4.191,5195.8,0
455.0,999.0,-1.8,1.244,5099.1,0
69.0,999.0,-1.8,1.313,5099.1,0
145.0,999.0,1.1,4.857,5191.0,0
213.0,999.0,-1.8,1.445,5099.1,0
133.0,999.0,-1.8,1.25,5099.1,0
294.0,999.0,1.4,4.864,5228.1,0
94.0,999.0,-1.8,1.365,5099.1,0
420.0,999.0,1.1,4.86,5191.0,0
753.0,999.0,1.4,4.961,5228.1,0
168.0,999.0,1.4,4.968,5228.1,0
526.0,999.0,-1.8,1.365,5099.1,1
97.0,999.0,-1.8,1.266,5099.1,0
394.0,999.0,1.4,4.968,5228.1,0
133.0,999.0,-1.8,1.354,5099.1,0
226.0,999.0,-1.8,1.281,5099.1,0
328.0,999.0,1.4,4.96,5228.1,0
135.0,999.0,1.4,4.958,5228.1,0
194.0,999.0,1.4,4.963,5228.1,0
44.0,999.0,-1.8,1.281,5099.1,0
563.0,999.0,1.4,4.961,5228.1,0
117.0,999.0,1.4,4.961,5228.1,0
198.0,999.0,-0.1,4.021,5195.8,0
756.0,999.0,-0.1,4.153,5195.8,0
902.0,999.0,1.4,4.967,5228.1,1
72.0,999.0,1.1,4.855,5191.0,0
70.0,999.0,-1.8,1.281,5099.1,0
69.0,999.0,-1.8,1.281,5099.1,0
138.0,999.0,1.4,4.961,5228.1,0
304.0,999.0,1.1,4.857,5191.0,0
551.0,999.0,-1.8,1.41,5099.1,1
137.0,999.0,1.1,4.857,5191.0,0
156.0,999.0,-1.8,1.405,5099.1,0
527.0,999.0,1.4,4.961,5228.1,0
93.0,999.0,1.4,4.96,5228.1,0
17.0,999.0,1.4,4.962,5228.1,0
271.0,999.0,-2.9,0.821,5076.2,1
192.0,999.0,1.4,4.964,5228.1,0
440.0,999.0,1.1,4.857,5191.0,0
95.0,999.0,1.4,4.96,5228.1,0
47.0,999.0,1.1,4.857,5191.0,0
103.0,999.0,1.1,4.86,5191.0,0
1087.0,999.0,-1.8,1.41,5099.1,0
64.0,999.0,1.4,4.962,5228.1,0
80.0,999.0,1.4,4.961,5228.1,0
386.0,999.0,-1.1,1.044,4963.6,1
636.0,999.0,1.4,4.962,5228.1,0
243.0,999.0,-2.9,1.281,5076.2,1
808.0,999.0,-0.1,4.021,5195.8,1
796.0,999.0,1.1,4.857,5191.0,1
115.0,999.0,-1.8,1.405,5099.1,0
515.0,999.0,1.4,4.965,5228.1,0
152.0,999.0,1.4,4.961,5228.1,0
114.0,999.0,1.1,4.859,5191.0,0
188.0,999.0,-1.8,1.405,5099.1,0
407.0,3.0,-1.8,1.266,5099.1,0
34.0,999.0,1.1,4.856,5191.0,0
71.0,999.0,-1.8,1.687,5099.1,1
94.0,999.0,-3.4,0.714,5017.5,0
148.0,999.0,-2.9,0.829,5076.2,0
16.0,999.0,-1.8,1.281,5099.1,0
136.0,999.0,-3.4,0.716,5017.5,0
258.0,999.0,-0.1,4.076,5195.8,0
135.0,999.0,1.4,4.961,5228.1,0
346.0,999.0,1.1,4.857,5191.0,0
82.0,999.0,1.4,4.962,5228.1,0
603.0,999.0,-1.7,0.84,4991.6,1
143.0,999.0,1.4,4.865,5228.1,0
434.0,9.0,-1.7,0.72,4991.6,1
147.0,999.0,1.4,4.962,5228.1,0
98.0,999.0,1.1,4.856,5191.0,0
84.0,999.0,1.4,4.963,5228.1,0
230.0,999.0,-3.4,0.778,5017.5,1
29.0,999.0,1.4,4.961,5228.1,0
520.0,999.0,-1.8,1.25,5099.1,0
735.0,999.0,1.4,4.962,5228.1,1
207.0,999.0,1.4,4.963,5228.1,0
56.0,999.0,1.4,4.947,5228.1,0
162.0,999.0,1.1,4.857,5191.0,0
110.0,999.0,-0.1,4.191,5195.8,0
17.0,999.0,-1.8,1.266,5099.1,0
230.0,999.0,-2.9,1.268,5076.2,0
131.0,999.0,1.4,4.957,5228.1,0
76.0,999.0,1.4,4.963,5228.1,0
192.0,999.0,1.4,4.966,5228.1,0
196.0,999.0,1.4,4.963,5228.1,0
148.0,999.0,-0.1,4.076,5195.8,0
271.0,999.0,-1.8,1.259,5099.1,1
311.0,999.0,1.4,4.962,5228.1,0
175.0,999.0,1.4,4.968,5228.1,0
742.0,999.0,1.4,4.967,5228.1,1
225.0,999.0,-3.4,0.809,5017.5,0
115.0,999.0,1.1,4.857,5191.0,0
1191.0,999.0,-1.8,1.327,5099.1,0
117.0,999.0,1.4,4.961,5228.1,0
493.0,999.0,-0.1,4.12,5195.8,0
196.0,999.0,1.4,4.963,5228.1,0
37.0,999.0,1.4,4.961,5228.1,0
337.0,999.0,-2.9,1.286,5076.2,0
149.0,999.0,-1.8,1.281,5099.1,0
44.0,999.0,1.1,4.86,5191.0,0
296.0,999.0,1.1,4.856,5191.0,0
183.0,6.0,-1.8,0.663,5008.7,1
1178.0,6.0,-1.8,0.699,5008.7,1
212.0,999.0,-3.4,0.714,5017.5,1
223.0,999.0,1.4,4.962,5228.1,0
138.0,999.0,-0.1,4.12,5195.8,0
309.0,999.0,1.4,4.964,5228.1,0
238.0,999.0,-2.9,1.26,5076.2,1
98.0,999.0,1.4,4.964,5228.1,0
151.0,999.0,-1.8,1.405,5099.1,0
396.0,999.0,-1.8,1.266,5099.1,1
85.0,999.0,1.4,4.961,5228.1,0
265.0,999.0,1.1,4.857,5191.0,0
111.0,999.0,-1.8,1.405,5099.1,0
74.0,999.0,1.4,4.963,5228.1,0
203.0,999.0,1.4,4.968,5228.1,0
166.0,999.0,1.4,4.963,5228.1,0
83.0,999.0,1.4,4.866,5228.1,0
39.0,999.0,1.4,4.864,5228.1,0
389.0,999.0,1.1,4.855,5191.0,0
653.0,999.0,1.1,4.855,5191.0,1
153.0,999.0,-0.1,4.021,5195.8,0
94.0,999.0,1.1,4.859,5191.0,0
86.0,999.0,-1.8,1.405,5099.1,0
465.0,999.0,1.4,4.966,5228.1,0
162.0,999.0,-2.9,1.252,5076.2,1
406.0,999.0,-0.1,4.12,5195.8,0
175.0,999.0,-0.1,4.153,5195.8,0
241.0,999.0,1.4,4.962,5228.1,0
71.0,999.0,1.4,4.966,5228.1,0
145.0,999.0,-1.8,1.423,5099.1,0
11.0,999.0,1.4,4.964,5228.1,0
707.0,999.0,1.4,4.965,5228.1,1
486.0,999.0,-1.8,1.405,5099.1,0
878.0,999.0,1.4,4.961,5228.1,1
202.0,999.0,-1.8,1.405,5099.1,0
219.0,999.0,1.4,4.962,5228.1,0
173.0,999.0,1.4,4.963,5228.1,0
134.0,999.0,-1.8,1.291,5099.1,0
86.0,999.0,1.4,4.962,5228.1,0
102.0,999.0,1.4,4.961,5228.1,0
905.0,999.0,-1.8,1.479,5099.1,0
310.0,999.0,-3.0,0.721,5023.5,1
370.0,999.0,-2.9,0.859,5076.2,1
61.0,999.0,1.4,4.961,5228.1,0
383.0,999.0,-1.8,1.344,5099.1,0
306.0,999.0,1.4,4.966,5228.1,0
255.0,999.0,1.4,4.968,5228.1,0
278.0,999.0,-1.8,1.291,5099.1,0
180.0,999.0,-1.7,0.742,4991.6,0
470.0,999.0,1.4,4.959,5228.1,0
407.0,999.0,1.4,4.962,5228.1,0
119.0,999.0,1.1,4.856,5191.0,0
277.0,999.0,1.4,4.966,5228.1,0
383.0,999.0,-0.1,4.021,5195.8,0
34.0,999.0,1.4,4.959,5228.1,0
459.0,999.0,-3.4,0.715,5017.5,1
185.0,999.0,1.1,4.856,5191.0,0
136.0,999.0,1.4,4.963,5228.1,0
262.0,999.0,-0.1,4.076,5195.8,0
81.0,999.0,1.4,4.963,5228.1,0
915.0,999.0,1.4,4.962,5228.1,0
250.0,999.0,-1.8,1.405,5099.1,0
131.0,999.0,-1.7,0.81,4991.6,0
18.0,999.0,1.1,4.858,5191.0,0
93.0,999.0,-1.8,1.291,5099.1,0
94.0,999.0,1.4,4.962,5228.1,0
243.0,999.0,1.4,4.964,5228.1,0
147.0,999.0,1.1,4.857,5191.0,0
170.0,999.0,-0.1,4.153,5195.8,0
135.0,999.0,1.4,4.965,5228.1,0
34.0,999.0,-1.8,1.25,5099.1,0
137.0,999.0,-1.1,1.05,4963.6,0
159.0,999.0,1.4,4.965,5228.1,0
461.0,999.0,1.4,4.96,5228.1,0
171.0,999.0,-0.1,4.076,5195.8,0
202.0,999.0,1.1,4.86,5191.0,0
340.0,999.0,-1.8,1.313,5099.1,0
47.0,999.0,1.4,4.959,5228.1,0
336.0,999.0,-0.1,4.12,5195.8,0
159.0,999.0,-1.8,1.334,5099.1,0
303.0,999.0,-1.8,1.25,5099.1,0
76.0,999.0,1.4,4.962,5228.1,0
133.0,999.0,1.4,4.963,5228.1,0
128.0,999.0,1.4,4.962,5228.1,0
393.0,999.0,-1.8,1.445,5099.1,0
34.0,999.0,1.1,4.857,5191.0,0
420.0,999.0,1.4,4.961,5228.1,0
142.0,999.0,-1.8,1.405,5099.1,0
530.0,999.0,-0.1,4.021,5195.8,1
1435.0,999.0,-1.8,1.466,5099.1,1
441.0,999.0,-3.4,0.74,5017.5,1
63.0,999.0,-3.4,0.743,5017.5,0
550.0,999.0,1.1,4.856,5191.0,0
288.0,999.0,1.4,4.959,5228.1,0
270.0,999.0,1.4,4.958,5228.1,0
420.0,999.0,-1.8,1.405,5099.1,0
508.0,999.0,1.4,4.965,5228.1,0
179.0,999.0,1.4,4.963,5228.1,0
173.0,999.0,1.4,4.963,5228.1,0
43.0,999.0,1.4,4.961,5228.1,0
115.0,999.0,-1.8,1.244,5099.1,0
171.0,999.0,-0.1,4.827,5195.8,1
1090.0,999.0,-1.8,1.479,5099.1,0
502.0,999.0,1.4,4.865,5228.1,1
175.0,999.0,-2.9,1.266,5076.2,0
75.0,999.0,-1.8,1.41,5099.1,0
87.0,999.0,1.1,4.858,5191.0,0
215.0,999.0,-0.1,4.076,5195.8,0
97.0,999.0,1.4,4.964,5228.1,0
179.0,999.0,-1.8,1.365,5099.1,0
410.0,999.0,-1.8,1.334,5099.1,0
511.0,999.0,-0.1,4.12,5195.8,1
99.0,999.0,1.1,4.86,5191.0,0
174.0,999.0,1.4,4.865,5228.1,0
94.0,999.0,1.4,4.962,5228.1,0
161.0,999.0,-1.8,0.646,5008.7,1
224.0,999.0,-1.7,0.904,4991.6,0
105.0,999.0,-0.1,4.021,5195.8,0
80.0,999.0,-0.1,4.153,5195.8,0
339.0,999.0,-1.8,1.41,5099.1,0
95.0,999.0,1.4,4.965,5228.1,0
351.0,999.0,-3.0,0.715,5023.5,1
15.0,999.0,1.4,4.962,5228.1,0
151.0,999.0,1.1,4.857,5191.0,0
211.0,999.0,1.1,4.859,5191.0,0
110.0,999.0,-0.1,4.153,5195.8,0
207.0,999.0,-1.8,1.291,5099.1,0
112.0,999.0,1.1,4.86,5191.0,0
234.0,999.0,-1.8,1.299,5099.1,0
397.0,999.0,-1.8,1.344,5099.1,0
63.0,999.0,1.4,4.966,5228.1,0
362.0,999.0,-1.8,1.354,5099.1,0
59.0,999.0,-0.1,4.12,5195.8,0
388.0,999.0,-1.8,0.659,5008.7,1
773.0,999.0,1.4,4.963,5228.1,0
449.0,999.0,1.1,4.864,5191.0,0
144.0,999.0,1.4,4.963,5228.1,0
175.0,999.0,-1.8,1.291,5099.1,0
322.0,999.0,-1.8,1.435,5099.1,0
73.0,999.0,-2.9,0.873,5076.2,0
76.0,999.0,-0.1,4.153,5195.8,0
128.0,999.0,-3.4,0.722,5017.5,0
338.0,999.0,1.4,4.961,5228.1,0
147.0,999.0,-0.1,4.191,5195.8,0
1064.0,999.0,-1.8,1.405,5099.1,0
252.0,999.0,1.4,4.964,5228.1,0
221.0,999.0,1.1,4.858,5191.0,0
367.0,999.0,1.4,4.961,5228.1,0
161.0,999.0,1.1,4.858,5191.0,0
559.0,999.0,1.1,4.857,5191.0,0
196.0,999.0,1.1,4.857,5191.0,0
567.0,3.0,-1.1,1.0,4963.6,1
407.0,999.0,1.4,4.961,5228.1,0
214.0,999.0,-0.1,4.153,5195.8,0
66.0,999.0,1.4,4.965,5228.1,0
675.0,999.0,-1.8,1.344,5099.1,0
194.0,999.0,-0.1,4.12,5195.8,0
281.0,999.0,1.1,4.857,5191.0,0
27.0,999.0,-0.1,4.912,5195.8,0
175.0,999.0,1.4,4.965,5228.1,0
72.0,999.0,1.4,4.865,5228.1,0
628.0,999.0,-2.9,0.861,5076.2,0
87.0,999.0,1.1,4.857,5191.0,0
164.0,999.0,-0.1,4.191,5195.8,0
650.0,999.0,1.1,4.856,5191.0,1
56.0,999.0,1.1,4.859,5191.0,0
503.0,999.0,1.4,4.962,5228.1,0
232.0,3.0,-3.4,0.716,5017.5,1
184.0,999.0,1.4,4.959,5228.1,0
164.0,999.0,-1.8,1.334,5099.1,0
317.0,999.0,-1.8,1.266,5099.1,0
48.0,999.0,-0.1,4.021,5195.8,0
107.0,999.0,-0.1,4.076,5195.8,0
399.0,999.0,-1.8,1.344,5099.1,0
159.0,999.0,-1.8,1.334,5099.1,0
166.0,999.0,1.4,4.957,5228.1,0
178.0,999.0,-1.8,1.291,5099.1,0
404.0,999.0,1.1,4.857,5191.0,0
158.0,999.0,-1.8,1.313,5099.1,0
287.0,999.0,1.4,4.957,5228.1,0
121.0,999.0,-2.9,0.884,5076.2,0
161.0,999.0,1.4,4.96,5228.1,0
174.0,25.0,-1.7,0.884,4991.6,1
71.0,999.0,1.1,4.86,5191.0,0
204.0,999.0,-1.8,1.281,5099.1,0
32.0,999.0,1.1,4.855,5191.0,0
82.0,999.0,1.4,4.964,5228.1,0
303.0,999.0,-1.8,1.266,5099.1,0
304.0,999.0,-1.8,1.327,5099.1,0
111.0,999.0,1.4,4.964,5228.1,0
140.0,999.0,-1.8,1.327,5099.1,0
153.0,999.0,1.1,4.857,5191.0,0
372.0,999.0,1.4,4.866,5228.1,0
371.0,999.0,-1.8,1.466,5099.1,0
192.0,999.0,-1.8,1.405,5099.1,0
252.0,999.0,1.1,4.857,5191.0,0
400.0,999.0,-1.8,1.405,5099.1,0
115.0,999.0,-2.9,0.821,5076.2,0
143.0,999.0,-0.1,4.153,5195.8,0
231.0,999.0,-1.8,1.365,5099.1,1
42.0,999.0,-0.1,4.076,5195.8,0
156.0,999.0,-2.9,1.26,5076.2,0
232.0,999.0,-1.8,1.334,5099.1,0
191.0,999.0,1.4,4.963,5228.1,0
181.0,999.0,1.1,4.857,5191.0,0
97.0,999.0,1.1,4.857,5191.0,0
456.0,999.0,-0.1,4.021,5195.8,0
569.0,999.0,-3.4,0.797,5017.5,1
838.0,999.0,1.4,4.965,5228.1,1
137.0,999.0,1.4,4.959,5228.1,0
356.0,999.0,1.4,4.963,5228.1,1
360.0,999.0,1.4,4.96,5228.1,0
212.0,999.0,-1.8,1.25,5099.1,0
210.0,999.0,-1.8,1.453,5099.1,0
310.0,999.0,-1.8,1.281,5099.1,0
156.0,999.0,1.4,4.864,5228.1,0
20.0,999.0,1.4,4.959,5228.1,0
257.0,999.0,-1.8,1.41,5099.1,0
8.0,999.0,1.4,4.959,5228.1,0
469.0,999.0,1.4,4.865,5228.1,0
452.0,999.0,1.4,4.962,5228.1,1
122.0,999.0,-1.8,1.327,5099.1,0
148.0,999.0,1.4,4.962,5228.1,0
458.0,999.0,1.4,4.962,5228.1,1
267.0,999.0,-1.8,1.244,5099.1,0
99.0,999.0,1.1,4.857,5191.0,0
95.0,999.0,1.4,4.964,5228.1,0
54.0,999.0,-1.8,1.25,5099.1,0
140.0,999.0,1.4,4.961,5228.1,0
208.0,999.0,1.4,4.957,5228.1,0
164.0,999.0,1.4,4.864,5228.1,0
267.0,999.0,-2.9,0.851,5076.2,1
87.0,999.0,-1.8,1.334,5099.1,0
137.0,999.0,-0.1,4.12,5195.8,0
277.0,999.0,-1.8,1.327,5099.1,0
193.0,999.0,1.1,4.857,5191.0,0
495.0,999.0,1.4,4.864,5228.1,0
242.0,999.0,-1.8,1.405,5099.1,1
517.0,999.0,1.4,4.866,5228.1,0
314.0,999.0,1.1,4.857,5191.0,0
1017.0,999.0,-1.8,1.405,5099.1,1
161.0,999.0,-3.4,0.715,5017.5,1
162.0,999.0,1.1,4.864,5191.0,0
108.0,999.0,-1.7,0.767,4991.6,0
360.0,999.0,1.1,4.857,5191.0,0
55.0,999.0,-0.1,4.191,5195.8,0
500.0,999.0,1.4,4.96,5228.1,0
179.0,999.0,1.4,4.864,5228.1,0
187.0,999.0,-1.8,1.405,5099.1,0
196.0,999.0,-1.8,1.327,5099.1,0
104.0,999.0,-1.8,1.423,5099.1,0
165.0,999.0,1.4,4.864,5228.1,0
167.0,999.0,1.1,4.864,5191.0,0
134.0,999.0,1.4,4.959,5228.1,0
685.0,999.0,-1.8,1.266,5099.1,0
599.0,999.0,1.4,4.964,5228.1,0
82.0,999.0,-0.1,4.153,5195.8,0
106.0,999.0,1.4,4.959,5228.1,0
84.0,999.0,-1.8,1.291,5099.1,0
324.0,999.0,-1.8,1.327,5099.1,0
474.0,999.0,-2.9,1.224,5076.2,1
278.0,999.0,-0.1,4.153,5195.8,0
100.0,999.0,1.1,4.857,5191.0,0
138.0,999.0,1.1,4.856,5191.0,0
76.0,999.0,1.4,4.96,5228.1,0
35.0,999.0,-0.1,4.153,5195.8,0
47.0,999.0,1.4,4.961,5228.1,0
108.0,999.0,-0.1,4.153,5195.8,0
135.0,999.0,-2.9,0.883,5076.2,0
251.0,999.0,-1.8,1.266,5099.1,0
111.0,999.0,1.4,4.963,5228.1,0
111.0,3.0,-3.4,0.77,5017.5,0
58.0,999.0,1.4,4.97,5228.1,0
181.0,999.0,-1.8,1.344,5099.1,0
9.0,999.0,-1.8,1.244,5099.1,0
41.0,999.0,1.4,4.968,5228.1,0
121.0,999.0,1.4,4.964,5228.1,0
70.0,999.0,1.1,4.857,5191.0,0
1029.0,999.0,1.4,4.961,5228.1,0
1197.0,999.0,1.4,4.968,5228.1,0
244.0,999.0,1.4,4.961,5228.1,0
775.0,999.0,1.4,4.961,5228.1,1
150.0,999.0,-1.1,0.886,4963.6,0
681.0,999.0,1.1,4.858,5191.0,1
157.0,999.0,-0.1,4.076,5195.8,0
338.0,999.0,1.4,4.966,5228.1,0
391.0,999.0,1.4,4.962,5228.1,0
429.0,999.0,-1.8,1.299,5099.1,0
329.0,999.0,1.4,4.963,5228.1,0
146.0,999.0,-1.8,1.313,5099.1,0
18.0,999.0,1.4,4.968,5228.1,0
245.0,999.0,-0.1,4.12,5195.8,0
163.0,999.0,-1.8,1.405,5099.1,0
1088.0,999.0,-2.9,0.881,5076.2,1
278.0,999.0,1.1,4.864,5191.0,0
498.0,999.0,-1.8,1.299,5099.1,0
1002.0,999.0,1.4,4.96,5228.1,1
255.0,999.0,-1.8,1.266,5099.1,0
76.0,999.0,1.4,4.961,5228.1,0
104.0,999.0,-1.7,0.881,4991.6,0
14.0,999.0,-1.8,1.405,5099.1,0
76.0,999.0,1.1,4.86,5191.0,0
271.0,999.0,-1.8,1.291,5099.1,0
155.0,999.0,1.4,4.965,5228.1,0
284.0,999.0,-1.8,1.244,5099.1,0
67.0,999.0,1.1,4.857,5191.0,0
517.0,999.0,-1.8,1.405,5099.1,0
102.0,999.0,-0.1,4.12,5195.8,0
484.0,999.0,1.1,4.86,5191.0,0
115.0,999.0,1.4,4.961,5228.1,0
264.0,999.0,-1.8,1.365,5099.1,0
157.0,999.0,-1.8,0.659,5008.7,0
177.0,999.0,-1.8,1.327,5099.1,0
493.0,999.0,1.4,4.961,5228.1,0
218.0,999.0,1.4,4.967,5228.1,0
125.0,999.0,1.1,4.857,5191.0,0
502.0,999.0,-1.8,1.299,5099.1,0
102.0,999.0,1.4,4.864,5228.1,0
342.0,999.0,-1.8,0.692,5008.7,1
111.0,999.0,-1.7,0.9,4991.6,0
1020.0,999.0,-1.8,1.266,5099.1,1
101.0,999.0,1.4,4.961,5228.1,0
532.0,999.0,1.1,4.856,5191.0,0
362.0,9.0,-1.8,0.643,5008.7,1
265.0,999.0,1.1,4.856,5191.0,0
979.0,999.0,1.4,4.961,5228.1,0
329.0,999.0,1.1,4.857,5191.0,0
412.0,999.0,1.1,4.859,5191.0,0
140.0,999.0,1.1,4.857,5191.0,0
753.0,999.0,1.1,4.856,5191.0,1
289.0,999.0,-3.4,0.797,5017.5,0
134.0,999.0,1.4,4.958,5228.1,0
220.0,999.0,-1.8,1.334,5099.1,0
115.0,999.0,1.4,4.963,5228.1,0
686.0,999.0,1.4,4.962,5228.1,1
185.0,999.0,1.4,4.865,5228.1,0
104.0,999.0,1.4,4.959,5228.1,0
374.0,999.0,-0.1,4.12,5195.8,0
165.0,999.0,-1.8,1.344,5099.1,0
235.0,999.0,1.4,4.962,5228.1,0
747.0,999.0,-1.8,1.281,5099.1,1
72.0,999.0,1.4,4.962,5228.1,0
253.0,999.0,-1.1,0.982,4963.6,1
114.0,999.0,-1.8,1.405,5099.1,0
466.0,999.0,-1.8,1.313,5099.1,0
144.0,999.0,-1.8,0.646,5008.7,0
76.0,999.0,1.4,4.965,5228.1,0
211.0,999.0,-1.8,1.313,5099.1,0
332.0,999.0,-1.8,1.423,5099.1,0
411.0,999.0,1.1,4.856,5191.0,0
83.0,999.0,1.4,4.961,5228.1,0
194.0,999.0,-1.8,1.291,5099.1,0
432.0,999.0,1.4,4.963,5228.1,0
435.0,999.0,1.1,4.864,5191.0,0
162.0,999.0,-0.1,4.021,5195.8,0
172.0,999.0,1.4,4.967,5228.1,0
616.0,999.0,-0.1,4.12,5195.8,0
9.0,999.0,1.4,4.962,5228.1,0
391.0,999.0,-1.8,1.281,5099.1,1
558.0,999.0,-0.1,4.021,5195.8,1
77.0,999.0,1.4,4.961,5228.1,0
1028.0,999.0,1.1,4.859,5191.0,1
44.0,999.0,1.4,4.959,5228.1,0
94.0,999.0,1.4,4.958,5228.1,0
180.0,999.0,1.4,4.962,5228.1,0
952.0,999.0,-1.8,1.405,5099.1,0
178.0,999.0,1.4,4.962,5228.1,0
72.0,999.0,-0.1,4.076,5195.8,0
76.0,999.0,1.1,4.859,5191.0,0
66.0,999.0,1.4,4.961,5228.1,0
76.0,999.0,-2.9,0.838,5076.2,0
528.0,999.0,1.1,4.857,5191.0,0
60.0,999.0,1.4,4.964,5228.1,0
228.0,999.0,-1.8,1.266,5099.1,1
201.0,999.0,-1.8,1.327,5099.1,0
127.0,999.0,1.1,4.86,5191.0,0
592.0,999.0,-2.9,1.26,5076.2,1
168.0,999.0,-1.8,1.281,5099.1,0
91.0,999.0,-1.8,1.266,5099.1,1
